term,document_frequency,idf
convectif,2,3.8716796248840124
lepo,2,3.8716796248840124
long,50,1.0384662808277962
incontrlabl,4,3.3608540011180215
congo,1,4.277144732992177
immunomodulatory,1,4.277144732992177
proapototique,1,4.277144732992177
encphalitiqu,1,4.277144732992177
delabarrire,1,4.277144732992177
idatoir,1,4.277144732992177
pealm,1,4.277144732992177
oxycarbone,1,4.277144732992177
impr,1,4.277144732992177
consquence,51,1.0190481949706944
facilit,20,1.925769475828699
bcg,2,3.8716796248840124
warehouser,1,4.277144732992177
race,4,3.3608540011180215
ctin,4,3.3608540011180215
antidna,1,4.277144732992177
ressentie,1,4.277144732992177
indiscute,1,4.277144732992177
vasoplgi,5,3.178532444324067
choriocarcinom,1,4.277144732992177
rotoxicit,4,3.3608540011180215
musculosquelettique,1,4.277144732992177
antigrippal,1,4.277144732992177
dacier,1,4.277144732992177
def,1,4.277144732992177
envoyer,2,3.8716796248840124
charte,6,3.0243817644968085
compatibili,1,4.277144732992177
rtrooculaire,1,4.277144732992177
lamm,3,3.583997552432231
dantigner,1,4.277144732992177
bracelet,1,4.277144732992177
conserve,20,1.925769475828699
mthylcrotonylglycine,1,4.277144732992177
oxylog,3,3.583997552432231
ranimation,53,0.9813078669878474
onepidemiology,1,4.277144732992177
dmateuse,3,3.583997552432231
centropontine,2,3.8716796248840124
apl,2,3.8716796248840124
og,3,3.583997552432231
dress,1,4.277144732992177
mdea,1,4.277144732992177
comptition,10,2.5723966407537513
hydrazin,1,4.277144732992177
muscarinien,1,4.277144732992177
industriel,13,2.331234583936863
dali,1,4.277144732992177
limportance,24,1.7514160886839212
asn,1,4.277144732992177
major,20,1.925769475828699
azt,2,3.8716796248840124
sacrificiel,1,4.277144732992177
descentres,1,4.277144732992177
ventilated,1,4.277144732992177
diego,1,4.277144732992177
linterleu,3,3.583997552432231
dcontextualiser,1,4.277144732992177
delill,3,3.583997552432231
animer,2,3.8716796248840124
mninge,4,3.3608540011180215
numro,32,1.4737843520856415
sagisser,13,2.331234583936863
reproductible,14,2.262241712449912
cold,2,3.8716796248840124
recalculer,2,3.8716796248840124
fournisseur,1,4.277144732992177
chlate,1,4.277144732992177
synchronisme,1,4.277144732992177
splnomgali,2,3.8716796248840124
kj,1,4.277144732992177
prcis,38,1.3067302674224754
diteur,7,2.890850371872286
persistanc,5,3.178532444324067
airoxygne,1,4.277144732992177
ropathie,9,2.667706820558076
dissimul,1,4.277144732992177
woillez,1,4.277144732992177
stri,1,4.277144732992177
actylcholinestrase,1,4.277144732992177
soprer,1,4.277144732992177
corticostroder,1,4.277144732992177
thcal,1,4.277144732992177
connaissance,20,1.925769475828699
dmateux,9,2.667706820558076
chape,2,3.8716796248840124
jugement,30,1.5363047090669757
souhait,15,2.197703191312341
neuf,29,1.5690945318899665
sanofi,1,4.277144732992177
lanne,4,3.3608540011180215
mechanical,10,2.5723966407537513
formulaire,5,3.178532444324067
ocyter,1,4.277144732992177
quantum,1,4.277144732992177
mammifre,2,3.8716796248840124
loxen,2,3.8716796248840124
sarcolemme,1,4.277144732992177
hypothtiqu,7,2.890850371872286
silymarine,1,4.277144732992177
thiopental,3,3.583997552432231
critr,11,2.4853852637641216
revers,1,4.277144732992177
acarbos,1,4.277144732992177
ventriculo,1,4.277144732992177
cholostatique,1,4.277144732992177
baron,7,2.890850371872286
instant,14,2.262241712449912
difier,1,4.277144732992177
amatoxine,2,3.8716796248840124
conformationnel,1,4.277144732992177
intgr,11,2.4853852637641216
especially,1,4.277144732992177
bhattacharyer,1,4.277144732992177
trapping,2,3.8716796248840124
veninmi,1,4.277144732992177
dangerosit,3,3.583997552432231
prostat,3,3.583997552432231
wolpert,1,4.277144732992177
insecte,2,3.8716796248840124
dencourir,1,4.277144732992177
sreuse,6,3.0243817644968085
unedeuxime,1,4.277144732992177
thus,1,4.277144732992177
stoker,1,4.277144732992177
onction,1,4.277144732992177
rapporteur,2,3.8716796248840124
compliquer,28,1.6029960835656478
ic,22,1.8347976976229723
deficit,1,4.277144732992177
donetti,3,3.583997552432231
multicenter,3,3.583997552432231
dnerve,1,4.277144732992177
lalcalos,1,4.277144732992177
roun,1,4.277144732992177
contradiction,10,2.5723966407537513
rconciliation,2,3.8716796248840124
mammi,3,3.583997552432231
urgente,1,4.277144732992177
dumtabolisme,1,4.277144732992177
botulisme,1,4.277144732992177
rinstitue,1,4.277144732992177
adnocarcinome,2,3.8716796248840124
enroul,2,3.8716796248840124
plafonnier,1,4.277144732992177
anch,6,3.0243817644968085
lme,1,4.277144732992177
ingmar,1,4.277144732992177
postgastriqu,1,4.277144732992177
multicellulaire,1,4.277144732992177
peptide,10,2.5723966407537513
certifi,1,4.277144732992177
exacerber,3,3.583997552432231
bordure,1,4.277144732992177
exagre,6,3.0243817644968085
geerts,1,4.277144732992177
cfamandole,3,3.583997552432231
linfundibulum,1,4.277144732992177
dpolarisationrepolarisation,1,4.277144732992177
etac,1,4.277144732992177
ibcr,1,4.277144732992177
approach,1,4.277144732992177
hydrophile,2,3.8716796248840124
activateur,14,2.262241712449912
vsys,1,4.277144732992177
treitz,1,4.277144732992177
ventilationsevrag,1,4.277144732992177
mesurs,9,2.667706820558076
ambulatoire,12,2.4053425560905852
thyrotoxique,2,3.8716796248840124
ci,51,1.0190481949706944
lcher,1,4.277144732992177
perceptible,4,3.3608540011180215
armaceutiqu,2,3.8716796248840124
matriellement,1,4.277144732992177
puisag,1,4.277144732992177
mconnaissanc,2,3.8716796248840124
lgitimit,4,3.3608540011180215
normocapniqu,1,4.277144732992177
pervenche,1,4.277144732992177
albuminevasoconstricteur,1,4.277144732992177
stress,30,1.5363047090669757
mycobacterium,1,4.277144732992177
rexposer,1,4.277144732992177
pidmique,10,2.5723966407537513
tlinsp,4,3.3608540011180215
gastroplasti,1,4.277144732992177
tolranc,11,2.4853852637641216
suprapontiqu,1,4.277144732992177
godinn,1,4.277144732992177
chapman,2,3.8716796248840124
dshydrognation,1,4.277144732992177
chacun,34,1.414943852062708
dispens,1,4.277144732992177
simian,1,4.277144732992177
leiden,3,3.583997552432231
largisser,1,4.277144732992177
advantage,2,3.8716796248840124
rettwitz,1,4.277144732992177
effroyable,1,4.277144732992177
lulcr,1,4.277144732992177
ucher,1,4.277144732992177
bronchopneumopathe,3,3.583997552432231
mycophnoliqu,1,4.277144732992177
densit,16,2.137078569495906
dshydrats,1,4.277144732992177
continuel,1,4.277144732992177
durgenceusefulness,1,4.277144732992177
cquisition,1,4.277144732992177
violenc,1,4.277144732992177
dformation,6,3.0243817644968085
tch,9,2.667706820558076
opportunit,12,2.4053425560905852
louverture,5,3.178532444324067
biaxin,1,4.277144732992177
recently,1,4.277144732992177
cart,13,2.331234583936863
rthrie,1,4.277144732992177
unmalaise,1,4.277144732992177
consensuel,17,2.079920155655957
psychologue,6,3.0243817644968085
catalytique,4,3.3608540011180215
granulom,1,4.277144732992177
mobiliss,3,3.583997552432231
occulter,4,3.3608540011180215
monocytemacro,2,3.8716796248840124
fatalit,1,4.277144732992177
weinmann,1,4.277144732992177
delagntiqu,1,4.277144732992177
new,19,1.9745596399981307
fistule,12,2.4053425560905852
etlaranimation,1,4.277144732992177
thi,2,3.8716796248840124
loap,2,3.8716796248840124
darthrite,1,4.277144732992177
adnosine,1,4.277144732992177
noradrnergiqu,1,4.277144732992177
contrls,16,2.137078569495906
potassium,11,2.4853852637641216
dusystme,1,4.277144732992177
impact,41,1.2326222952687536
existenc,8,2.7730673362159024
vorico,3,3.583997552432231
viande,1,4.277144732992177
soucier,1,4.277144732992177
placer,20,1.925769475828699
trip,1,4.277144732992177
dhydratation,2,3.8716796248840124
interjeter,1,4.277144732992177
redout,2,3.8716796248840124
avoir,52,1.0
angiotensineii,1,4.277144732992177
chirurgi,21,1.879249460193806
interdigestif,1,4.277144732992177
consacr,13,2.331234583936863
damien,5,3.178532444324067
adem,1,4.277144732992177
gressiv,1,4.277144732992177
boite,1,4.277144732992177
gastroentrologie,2,3.8716796248840124
tsutsugamushi,1,4.277144732992177
dessayer,3,3.583997552432231
bactricidie,7,2.890850371872286
larrt,22,1.8347976976229723
bonheur,2,3.8716796248840124
solitaire,1,4.277144732992177
rire,11,2.4853852637641216
ater,1,4.277144732992177
rptabl,1,4.277144732992177
surexpression,6,3.0243817644968085
divergence,5,3.178532444324067
coagulant,1,4.277144732992177
robustess,1,4.277144732992177
aphm,1,4.277144732992177
ifosfamide,1,4.277144732992177
dagoniste,2,3.8716796248840124
emblmatique,1,4.277144732992177
juxtaposer,1,4.277144732992177
poulet,1,4.277144732992177
dhmodiafiltration,1,4.277144732992177
fatigue,11,2.4853852637641216
rifinah,1,4.277144732992177
effrayant,1,4.277144732992177
soif,3,3.583997552432231
dhoraire,2,3.8716796248840124
sinusodal,3,3.583997552432231
typer,3,3.583997552432231
thiols,1,4.277144732992177
lefrre,1,4.277144732992177
exposition,28,1.6029960835656478
vrolimu,1,4.277144732992177
angiopathie,2,3.8716796248840124
rcepteurs,2,3.8716796248840124
ssienne,1,4.277144732992177
inspecteur,1,4.277144732992177
species,1,4.277144732992177
suspensive,1,4.277144732992177
loppos,9,2.667706820558076
portocaval,1,4.277144732992177
araigne,1,4.277144732992177
fmoropoplit,1,4.277144732992177
neuropaludism,1,4.277144732992177
bon,48,1.0784716154414953
tudis,31,1.5045560107523954
larm,1,4.277144732992177
maistre,1,4.277144732992177
february,1,4.277144732992177
huitsemaine,1,4.277144732992177
burst,5,3.178532444324067
neurotensine,1,4.277144732992177
rmifentanil,2,3.8716796248840124
mueller,1,4.277144732992177
ceff,1,4.277144732992177
papazia,1,4.277144732992177
rveillabl,1,4.277144732992177
lidocain,2,3.8716796248840124
posthmorragiqu,1,4.277144732992177
deteriorate,1,4.277144732992177
cardioglycosides,1,4.277144732992177
dsobstrue,1,4.277144732992177
hyperig,1,4.277144732992177
ka,2,3.8716796248840124
transsude,1,4.277144732992177
reformulation,1,4.277144732992177
viallon,1,4.277144732992177
dvolu,1,4.277144732992177
dembolectomier,1,4.277144732992177
rticulaire,2,3.8716796248840124
grard,3,3.583997552432231
mond,11,2.4853852637641216
anticip,4,3.3608540011180215
csi,1,4.277144732992177
noseraient,1,4.277144732992177
vote,5,3.178532444324067
binme,3,3.583997552432231
precordium,1,4.277144732992177
buprnorphine,2,3.8716796248840124
spencer,1,4.277144732992177
ll,4,3.3608540011180215
sulfite,1,4.277144732992177
surcot,8,2.7730673362159024
trimtoprim,1,4.277144732992177
normobarie,1,4.277144732992177
gyncologique,1,4.277144732992177
myer,1,4.277144732992177
solut,15,2.197703191312341
daire,1,4.277144732992177
dtendue,1,4.277144732992177
dingalit,1,4.277144732992177
rutilisable,4,3.3608540011180215
lesantidote,1,4.277144732992177
dsinfecter,3,3.583997552432231
invoqu,6,3.0243817644968085
lemnc,1,4.277144732992177
bourgoin,1,4.277144732992177
like,3,3.583997552432231
barovolotraumatism,3,3.583997552432231
demontre,1,4.277144732992177
thymus,1,4.277144732992177
brlant,2,3.8716796248840124
hypodermique,1,4.277144732992177
membre,38,1.3067302674224754
carbonique,6,3.0243817644968085
hmosonic,2,3.8716796248840124
notoire,1,4.277144732992177
ractionnell,3,3.583997552432231
phe,2,3.8716796248840124
isolectrique,1,4.277144732992177
cfdration,1,4.277144732992177
alentours,8,2.7730673362159024
lintermdiaire,1,4.277144732992177
triscupidienn,1,4.277144732992177
pidmiologique,26,1.6744550475477928
tyrosine,2,3.8716796248840124
lanergi,1,4.277144732992177
ecass,1,4.277144732992177
dlargir,1,4.277144732992177
nevill,1,4.277144732992177
illustration,11,2.4853852637641216
trali,1,4.277144732992177
armacody,2,3.8716796248840124
binserm,2,3.8716796248840124
maill,2,3.8716796248840124
ibc,1,4.277144732992177
trichloromthane,1,4.277144732992177
dissimulation,1,4.277144732992177
pluricompartimental,1,4.277144732992177
postantibiotiqu,1,4.277144732992177
ranon,2,3.8716796248840124
usefullness,1,4.277144732992177
william,1,4.277144732992177
dobbelaerea,1,4.277144732992177
rconforter,3,3.583997552432231
pourtracheal,1,4.277144732992177
condu,2,3.8716796248840124
short,1,4.277144732992177
tranxne,1,4.277144732992177
linterleukin,1,4.277144732992177
lassistant,1,4.277144732992177
patiemment,1,4.277144732992177
flux,35,1.3867729750960118
endommag,3,3.583997552432231
lhyperuricmie,1,4.277144732992177
davoir,16,2.137078569495906
immunogn,1,4.277144732992177
dmonstration,17,2.079920155655957
rtrograde,5,3.178532444324067
immunologie,3,3.583997552432231
ideal,1,4.277144732992177
atlectasies,2,3.8716796248840124
redouter,4,3.3608540011180215
outlin,4,3.3608540011180215
dyscrasie,1,4.277144732992177
fascicul,1,4.277144732992177
thevenin,1,4.277144732992177
compartimentalisation,3,3.583997552432231
rsidu,9,2.667706820558076
sio,1,4.277144732992177
trop,46,1.1201443118420633
mdia,4,3.3608540011180215
tolrogn,1,4.277144732992177
sapho,1,4.277144732992177
inutilit,1,4.277144732992177
dendrite,1,4.277144732992177
demolcule,1,4.277144732992177
coudert,1,4.277144732992177
distalit,2,3.8716796248840124
hypoventilation,12,2.4053425560905852
minutieusement,2,3.8716796248840124
septa,5,3.178532444324067
eli,4,3.3608540011180215
festif,2,3.8716796248840124
tablier,14,2.262241712449912
entrelesapl,1,4.277144732992177
prvoyer,4,3.3608540011180215
reprogrammation,1,4.277144732992177
antipneumococcique,2,3.8716796248840124
nccls,1,4.277144732992177
plan,47,1.099090902644231
braga,1,4.277144732992177
systmique,29,1.5690945318899665
dtablir,12,2.4053425560905852
ellis,1,4.277144732992177
delafontaine,1,4.277144732992177
juin,13,2.331234583936863
natriurtique,1,4.277144732992177
harry,1,4.277144732992177
doublure,1,4.277144732992177
lhabitude,3,3.583997552432231
dduisent,1,4.277144732992177
bronchopathie,3,3.583997552432231
noy,1,4.277144732992177
opratoirer,6,3.0243817644968085
gemcitabineerlotinib,1,4.277144732992177
lobsti,1,4.277144732992177
progestrone,1,4.277144732992177
lexacerbation,1,4.277144732992177
primdullair,2,3.8716796248840124
redploiement,1,4.277144732992177
pentamr,1,4.277144732992177
ducationnel,1,4.277144732992177
mtabolisation,10,2.5723966407537513
caisse,2,3.8716796248840124
rabat,1,4.277144732992177
molecule,2,3.8716796248840124
idomotrice,1,4.277144732992177
porteur,42,1.2090917978585594
rayonner,1,4.277144732992177
relaxant,2,3.8716796248840124
drastique,1,4.277144732992177
autoactiv,1,4.277144732992177
ninterfr,1,4.277144732992177
armacorsistante,1,4.277144732992177
ainserm,1,4.277144732992177
ribosome,1,4.277144732992177
mdici,1,4.277144732992177
hyperleucocytose,10,2.5723966407537513
ras,1,4.277144732992177
vitamino,1,4.277144732992177
honnt,1,4.277144732992177
dof,1,4.277144732992177
vipierre,1,4.277144732992177
immunodpression,13,2.331234583936863
inhibitor,8,2.7730673362159024
mener,24,1.7514160886839212
rserver,9,2.667706820558076
commercialise,3,3.583997552432231
fulminant,6,3.0243817644968085
ressuscitation,1,4.277144732992177
pontoiseren,1,4.277144732992177
utero,4,3.3608540011180215
rglementaire,11,2.4853852637641216
transfrable,1,4.277144732992177
claboussure,1,4.277144732992177
superposition,4,3.3608540011180215
orthopdiqu,12,2.4053425560905852
ylocoqu,5,3.178532444324067
nuancer,1,4.277144732992177
quips,7,2.890850371872286
diminuer,51,1.0190481949706944
bicuspidie,1,4.277144732992177
lidentifia,1,4.277144732992177
stnose,9,2.667706820558076
dadmettr,3,3.583997552432231
manuportag,1,4.277144732992177
pondration,2,3.8716796248840124
press,3,3.583997552432231
solidement,4,3.3608540011180215
pharmacie,1,4.277144732992177
polymorphe,4,3.3608540011180215
stern,1,4.277144732992177
anesthsies,2,3.8716796248840124
insulino,1,4.277144732992177
schage,2,3.8716796248840124
paradigme,3,3.583997552432231
phlbographique,1,4.277144732992177
hyperlipidmie,3,3.583997552432231
dadministrationenteral,1,4.277144732992177
moderniser,1,4.277144732992177
infuser,1,4.277144732992177
poitier,4,3.3608540011180215
hparines,2,3.8716796248840124
cutaneous,1,4.277144732992177
dpidmi,1,4.277144732992177
expire,4,3.3608540011180215
adhrance,1,4.277144732992177
douzaine,2,3.8716796248840124
isoprnalin,2,3.8716796248840124
lafssaps,1,4.277144732992177
calcification,2,3.8716796248840124
sopharynge,1,4.277144732992177
cetuximabirinotecan,1,4.277144732992177
lemportent,1,4.277144732992177
interhospitalier,2,3.8716796248840124
tranexamique,2,3.8716796248840124
lectrocardiographe,1,4.277144732992177
sac,10,2.5723966407537513
renouvellement,10,2.5723966407537513
mion,1,4.277144732992177
polypointe,1,4.277144732992177
silverstein,1,4.277144732992177
futile,2,3.8716796248840124
arbr,4,3.3608540011180215
proscillaridine,1,4.277144732992177
tolr,19,1.9745596399981307
avenuemartin,2,3.8716796248840124
amateur,2,3.8716796248840124
devos,1,4.277144732992177
contest,4,3.3608540011180215
pediatr,2,3.8716796248840124
ethyl,1,4.277144732992177
cphamycine,2,3.8716796248840124
interve,7,2.890850371872286
catalan,1,4.277144732992177
protidique,6,3.0243817644968085
butan,1,4.277144732992177
donc,53,0.9813078669878474
lombilic,1,4.277144732992177
ardsnet,1,4.277144732992177
dintoxications,3,3.583997552432231
vertbrale,1,4.277144732992177
idhf,1,4.277144732992177
delastr,1,4.277144732992177
laspiration,2,3.8716796248840124
exocrine,2,3.8716796248840124
dermatose,2,3.8716796248840124
horsfall,1,4.277144732992177
talpers,1,4.277144732992177
colique,6,3.0243817644968085
mtallo,2,3.8716796248840124
phasique,1,4.277144732992177
shuttling,1,4.277144732992177
dextravasation,1,4.277144732992177
maligne,8,2.7730673362159024
ribosomal,1,4.277144732992177
deranimation,14,2.262241712449912
agress,6,3.0243817644968085
metchnikoff,1,4.277144732992177
humanitaire,2,3.8716796248840124
pneumopricard,1,4.277144732992177
prpondrance,3,3.583997552432231
neurogne,1,4.277144732992177
visible,21,1.879249460193806
enfin,53,0.9813078669878474
pontchaillou,1,4.277144732992177
blesss,3,3.583997552432231
decrite,1,4.277144732992177
sens,35,1.3867729750960118
medicament,1,4.277144732992177
dusignal,1,4.277144732992177
paramdicale,2,3.8716796248840124
intervall,4,3.3608540011180215
sagit,27,1.6380874033769177
are,8,2.7730673362159024
coordination,6,3.0243817644968085
approfondir,2,3.8716796248840124
surbase,1,4.277144732992177
atnolol,2,3.8716796248840124
intramuqueux,2,3.8716796248840124
visualisation,11,2.4853852637641216
percutane,1,4.277144732992177
kpfer,1,4.277144732992177
facilitateur,3,3.583997552432231
ohf,2,3.8716796248840124
explication,23,1.7922380832041762
californi,2,3.8716796248840124
orillicit,1,4.277144732992177
multipli,5,3.178532444324067
ancien,37,1.3327057538257359
minimal,32,1.4737843520856415
origine,36,1.3593740009078974
infrance,1,4.277144732992177
lienhart,2,3.8716796248840124
kilo,3,3.583997552432231
lintersection,1,4.277144732992177
lanecdote,1,4.277144732992177
uneleucmie,1,4.277144732992177
mass,3,3.583997552432231
noplasi,7,2.890850371872286
dune,32,1.4737843520856415
ltr,2,3.8716796248840124
magntique,1,4.277144732992177
synaptique,2,3.8716796248840124
stimulus,13,2.331234583936863
bav,4,3.3608540011180215
pylor,1,4.277144732992177
appuy,1,4.277144732992177
contestable,6,3.0243817644968085
problmatiqu,14,2.262241712449912
lecoefficient,1,4.277144732992177
bactrimi,3,3.583997552432231
dcouvrer,2,3.8716796248840124
vhc,5,3.178532444324067
dimportance,5,3.178532444324067
inenvisageable,4,3.3608540011180215
histoplasma,2,3.8716796248840124
rideau,1,4.277144732992177
sdationcurarisation,2,3.8716796248840124
carvdilol,1,4.277144732992177
allardet,1,4.277144732992177
rapparue,2,3.8716796248840124
inherited,1,4.277144732992177
rodermie,3,3.583997552432231
dultrafiltration,2,3.8716796248840124
conservation,17,2.079920155655957
combat,3,3.583997552432231
flh,1,4.277144732992177
excell,1,4.277144732992177
physiquement,1,4.277144732992177
jusqualor,3,3.583997552432231
theory,1,4.277144732992177
summation,1,4.277144732992177
traitementthrombotic,1,4.277144732992177
modulable,1,4.277144732992177
transparent,6,3.0243817644968085
libral,11,2.4853852637641216
priode,51,1.0190481949706944
angidme,2,3.8716796248840124
antitnf,1,4.277144732992177
carr,4,3.3608540011180215
morphogntiqu,1,4.277144732992177
lducation,5,3.178532444324067
phencyclidin,1,4.277144732992177
locytocin,1,4.277144732992177
decancrologie,1,4.277144732992177
amphtamine,2,3.8716796248840124
dto,1,4.277144732992177
curve,1,4.277144732992177
leucmique,1,4.277144732992177
orange,2,3.8716796248840124
cryptognique,1,4.277144732992177
ia,3,3.583997552432231
ininterprtable,2,3.8716796248840124
awa,1,4.277144732992177
taille,43,1.1861022796338607
posede,1,4.277144732992177
glaxo,1,4.277144732992177
ostoblaster,1,4.277144732992177
hmolytiqu,12,2.4053425560905852
traire,45,1.141650517063027
al,52,1.0
hypodensit,1,4.277144732992177
ylosant,2,3.8716796248840124
dichotomie,1,4.277144732992177
dermatologie,2,3.8716796248840124
dedi,1,4.277144732992177
hypervolmiqu,2,3.8716796248840124
noizet,3,3.583997552432231
protid,1,4.277144732992177
obrer,4,3.3608540011180215
ligamentaire,1,4.277144732992177
isoleucine,1,4.277144732992177
neuropsychiatrique,4,3.3608540011180215
diction,3,3.583997552432231
ionique,14,2.262241712449912
accumuler,11,2.4853852637641216
lpuisement,2,3.8716796248840124
gold,5,3.178532444324067
circonscrite,1,4.277144732992177
souhaite,1,4.277144732992177
insect,1,4.277144732992177
normoxi,1,4.277144732992177
intelligent,1,4.277144732992177
leptin,1,4.277144732992177
pilule,1,4.277144732992177
lomoplate,1,4.277144732992177
rgressiv,1,4.277144732992177
largement,44,1.1636294237818021
promettre,2,3.8716796248840124
circonfrentiell,1,4.277144732992177
permissi,1,4.277144732992177
radicalement,7,2.890850371872286
quitt,4,3.3608540011180215
entrochromaffine,1,4.277144732992177
connectivite,3,3.583997552432231
lappareillage,1,4.277144732992177
nomm,8,2.7730673362159024
transfr,13,2.331234583936863
lemployeur,1,4.277144732992177
cerreda,1,4.277144732992177
acteur,16,2.137078569495906
abducteur,2,3.8716796248840124
fvriermars,1,4.277144732992177
objectivement,4,3.3608540011180215
prodilantin,1,4.277144732992177
inic,1,4.277144732992177
norm,2,3.8716796248840124
carbapnmer,1,4.277144732992177
cls,2,3.8716796248840124
pris,48,1.0784716154414953
sexerer,1,4.277144732992177
sempare,1,4.277144732992177
monomriqu,1,4.277144732992177
prisonnire,1,4.277144732992177
fluco,5,3.178532444324067
manuel,18,2.0258529343856813
tableaui,10,2.5723966407537513
cytolys,9,2.667706820558076
rapprochs,3,3.583997552432231
douloureuse,3,3.583997552432231
labial,1,4.277144732992177
friction,4,3.3608540011180215
antibioprophylaxi,2,3.8716796248840124
porcine,1,4.277144732992177
ysicochimique,7,2.890850371872286
dastreint,1,4.277144732992177
mdiateur,25,1.7121953755306398
radmission,5,3.178532444324067
ventilator,10,2.5723966407537513
hospitalization,1,4.277144732992177
dantz,1,4.277144732992177
lvofloxacine,2,3.8716796248840124
dinflammation,2,3.8716796248840124
ddier,1,4.277144732992177
imposer,46,1.1201443118420633
moustiqu,1,4.277144732992177
duranteaua,1,4.277144732992177
irsna,1,4.277144732992177
stro,4,3.3608540011180215
labor,6,3.0243817644968085
pressuris,1,4.277144732992177
lhmicorp,1,4.277144732992177
htap,12,2.4053425560905852
thrombose,29,1.5690945318899665
probable,40,1.256719846847814
substituer,11,2.4853852637641216
largit,1,4.277144732992177
derecrutement,1,4.277144732992177
spars,1,4.277144732992177
amphotricineb,1,4.277144732992177
tripeptide,1,4.277144732992177
granulomatose,3,3.583997552432231
pgp,1,4.277144732992177
suite,48,1.0784716154414953
taematm,1,4.277144732992177
pourvoyeur,7,2.890850371872286
traverse,1,4.277144732992177
nhsiterer,1,4.277144732992177
ob,1,4.277144732992177
fludrocortison,2,3.8716796248840124
rvalus,4,3.3608540011180215
partial,1,4.277144732992177
rtractile,1,4.277144732992177
fuser,2,3.8716796248840124
quadriaxial,1,4.277144732992177
rticulo,2,3.8716796248840124
pbenzoquinon,1,4.277144732992177
clarithromycine,3,3.583997552432231
primeur,1,4.277144732992177
reprsenterait,1,4.277144732992177
telli,1,4.277144732992177
pidmiologiquement,1,4.277144732992177
parvenir,16,2.137078569495906
vacuent,1,4.277144732992177
limuluspoly,1,4.277144732992177
lysosomal,2,3.8716796248840124
lpilepsi,2,3.8716796248840124
appeler,18,2.0258529343856813
heparin,2,3.8716796248840124
moratoire,1,4.277144732992177
reventilation,1,4.277144732992177
fatalisme,1,4.277144732992177
dimthyl,1,4.277144732992177
pharmacodynamics,1,4.277144732992177
pninsul,1,4.277144732992177
invitation,1,4.277144732992177
rigueur,16,2.137078569495906
acceptance,1,4.277144732992177
sentend,1,4.277144732992177
ranimationurgences,1,4.277144732992177
fertilit,1,4.277144732992177
ninterfrerait,1,4.277144732992177
rnp,1,4.277144732992177
hypoth,1,4.277144732992177
murine,2,3.8716796248840124
rostomie,1,4.277144732992177
varpula,1,4.277144732992177
myorsolution,1,4.277144732992177
cave,14,2.262241712449912
immunodficienc,2,3.8716796248840124
aspir,3,3.583997552432231
rite,9,2.667706820558076
accrditation,4,3.3608540011180215
encer,5,3.178532444324067
imunofixation,1,4.277144732992177
causal,20,1.925769475828699
boulamery,1,4.277144732992177
concider,2,3.8716796248840124
signataire,1,4.277144732992177
antibiotics,1,4.277144732992177
illanc,1,4.277144732992177
lenregistrement,4,3.3608540011180215
connotation,2,3.8716796248840124
nause,6,3.0243817644968085
pron,1,4.277144732992177
repressurisation,1,4.277144732992177
intensment,1,4.277144732992177
rutilisabler,1,4.277144732992177
dinde,2,3.8716796248840124
cardif,1,4.277144732992177
manipul,2,3.8716796248840124
adduction,1,4.277144732992177
opacimtriqu,1,4.277144732992177
granulocytaire,1,4.277144732992177
denlever,1,4.277144732992177
tudier,23,1.7922380832041762
actionner,5,3.178532444324067
emport,1,4.277144732992177
target,1,4.277144732992177
ur,8,2.7730673362159024
coingr,1,4.277144732992177
musculaire,35,1.3867729750960118
limi,13,2.331234583936863
scheinhorn,1,4.277144732992177
fibrinocruorique,1,4.277144732992177
methanol,1,4.277144732992177
moell,19,1.9745596399981307
exsangui,1,4.277144732992177
ylactique,7,2.890850371872286
damricain,1,4.277144732992177
smolarz,1,4.277144732992177
hpatique,25,1.7121953755306398
dimmunofluorescence,1,4.277144732992177
diffremment,4,3.3608540011180215
delaventilation,2,3.8716796248840124
rivalit,1,4.277144732992177
feco,1,4.277144732992177
complmentair,29,1.5690945318899665
kinsithrapi,1,4.277144732992177
rumack,1,4.277144732992177
bloquer,19,1.9745596399981307
craig,1,4.277144732992177
rtv,1,4.277144732992177
noi,3,3.583997552432231
rinfarctus,1,4.277144732992177
choriomningite,1,4.277144732992177
widal,2,3.8716796248840124
curare,12,2.4053425560905852
foss,3,3.583997552432231
descendre,7,2.890850371872286
allo,4,3.3608540011180215
usager,2,3.8716796248840124
dimportante,6,3.0243817644968085
psychologie,1,4.277144732992177
darythmie,1,4.277144732992177
narcan,1,4.277144732992177
bsilate,1,4.277144732992177
estimer,30,1.5363047090669757
larcan,1,4.277144732992177
dchocardiographie,1,4.277144732992177
incorrect,5,3.178532444324067
usual,2,3.8716796248840124
dfinitif,20,1.925769475828699
horlogerie,1,4.277144732992177
comblement,3,3.583997552432231
interrompt,1,4.277144732992177
hdfvvc,1,4.277144732992177
dangiogense,1,4.277144732992177
petco,2,3.8716796248840124
really,1,4.277144732992177
tolrance,39,1.2814124594381855
absoprtier,1,4.277144732992177
bradypne,7,2.890850371872286
lopsonisation,1,4.277144732992177
cvvhdf,2,3.8716796248840124
dexpansion,1,4.277144732992177
annel,2,3.8716796248840124
surimposer,1,4.277144732992177
surrnale,1,4.277144732992177
antifungique,4,3.3608540011180215
tentati,1,4.277144732992177
etiological,1,4.277144732992177
techoqu,1,4.277144732992177
